GeneSym	OMIMID	GeneID
MRAP	OMIM:609196	56246
MRAP2	OMIM:615410	112609
MRE11A	OMIM:600814	4361
MROS	OMIM:155900	8011
MRPL3	OMIM:607118	11222
MRPL44	OMIM:611849	65080
MRPS16	OMIM:609204	51021
MRPS22	OMIM:605810	56945
MRSD	OMIM:309620	4364
MRSS	OMIM:300360	114890
MRST	OMIM:602685	8126
MRT10	OMIM:611096	100101425
MRT11	OMIM:611097	100101426
MRT16	OMIM:614208	100689014
MRT19	OMIM:614343	100852395
MRT23	OMIM:614344	100852398
MRT24	OMIM:614345	100852402
MRT25	OMIM:614346	100852403
MRT28	OMIM:614347	100852396
MRT29	OMIM:614333	100852393
MRT30	OMIM:614342	100852401
MRT31	OMIM:614329	100852399
MRT32	OMIM:614339	100852400
MRT33	OMIM:614341	100852394
MRT35	OMIM:615162	101409266
MRT4	OMIM:611107	100009675
MRT8	OMIM:611094	100101423
MRT9	OMIM:611095	100101424
MRX14	OMIM:300062	4378
MRX2	OMIM:300428	4367
MRX20	OMIM:300047	4384
MRX23	OMIM:300046	4387
MRX42	OMIM:300372	4406
MRX49	OMIM:300114	4412
MRX50	OMIM:300115	4413
MRX52	OMIM:300504	4415
MRX53	OMIM:300324	4416
MRX77	OMIM:300454	93991
MRX78	OMIM:300551	170530
MRX81	OMIM:300433	266678
MRX82	OMIM:300518	378484
MRX84	OMIM:300505	378882
MRX89	OMIM:300848	102775564
MRX92	OMIM:300851	102775565
MRX95	OMIM:300716	102775568
MRXS11	OMIM:300238	50644
MRXS12	OMIM:309545	8246
MRXS17	OMIM:300858	100739996
MRXS7	OMIM:300218	4429
MRXSA	OMIM:300261	57791
MRXSAB	OMIM:300262	57792
MRXSCS	OMIM:300861	100820761
MS2	OMIM:612594	100271694
MS3	OMIM:612595	100271695
MS4	OMIM:612596	100271696
MS4A1	OMIM:112210	931
INPP5E	OMIM:613037	56623
MSMB	OMIM:157145	4477
ASCC1	OMIM:614215	51008
CTHRC1	OMIM:610635	115908
MSR1	OMIM:153622	4481
MSRB3	OMIM:613719	253827
MSTN	OMIM:601788	2660
MSX1	OMIM:142983	4487
MSX2	OMIM:123101	4488
MTAP	OMIM:156540	4507
MTBS2	OMIM:611046	100188829
MTBS3	OMIM:612929	100302686
MTBSX	OMIM:300259	57789
MTFMT	OMIM:611766	123263
MTHFD1	OMIM:172460	4522
MTM1	OMIM:300415	4534
MTMR14	OMIM:611089	64419
MTMR2	OMIM:603557	8898
MTNR1B	OMIM:600804	4544
MTO1	OMIM:614667	25821
MTPAP	OMIM:613669	55149
MTR	OMIM:156570	4548
MTRR	OMIM:602568	4552
MTTP	OMIM:157147	4547
MUC1	OMIM:158340	4582
MUC7	OMIM:158375	4589
MUSQTL1	OMIM:612343	100192307
MUSTQTL1	OMIM:612083	100192311
MUT	OMIM:609058	4594
MVK	OMIM:251170	4598
MYAS1	OMIM:607085	246750
MYB	OMIM:189990	4602
MYBPC1	OMIM:160794	4604
MYBPC3	OMIM:600958	4607
MYC	OMIM:190080	4609
MYCN	OMIM:164840	4613
MYD88	OMIM:602170	4615
MYF6	OMIM:159991	4618
MYH11	OMIM:160745	4629
MYH14	OMIM:608568	79784
MYH2	OMIM:160740	4620
MYH6	OMIM:160710	4624
MYH7	OMIM:160760	4625
MYH8	OMIM:160741	4626
MYH9	OMIM:160775	4627
MYL2	OMIM:160781	4633
MYL3	OMIM:160790	4634
MYLK	OMIM:600922	4638
MYLK2	OMIM:606566	85366
MYMY1	OMIM:252350	50960
MYMY3	OMIM:608796	493818
MYMY4	OMIM:300845	100653379
MYO15A	OMIM:602666	51168
MYO1A	OMIM:601478	4640
MYO1E	OMIM:601479	4643
MYO3A	OMIM:606808	53904
MYO5A	OMIM:160777	4644
MYO5B	OMIM:606540	4645
MYO6	OMIM:600970	4646
MYO7A	OMIM:276903	4647
MYO9B	OMIM:602129	4650
MYOC	OMIM:601652	4653
MYOT	OMIM:604103	9499
MYOZ2	OMIM:605602	51778
MYP1	OMIM:310460	4657
MYP10	OMIM:609259	553195
MYP11	OMIM:609994	594832
MYP12	OMIM:609995	664780
MYP13	OMIM:300613	677764
MYP14	OMIM:610320	100359407
MYP15	OMIM:612717	100294716
MYP16	OMIM:612554	100270641
MYP17	OMIM:608367	100359401
MYP18	OMIM:255500	100359406
MYP19	OMIM:613969	100653370
MYP2	OMIM:160700	4658
MYP20	OMIM:614166	100682326
MYP3	OMIM:603221	8782
MYP5	OMIM:608474	404682
MYP7	OMIM:609256	553190
MYP8	OMIM:609257	553192
MYP9	OMIM:609258	553194
MYPN	OMIM:608517	84665
NAA10	OMIM:300013	8260
NADK2	OMIM:615787	133686
NAFLD1	OMIM:613282	100380876
NAFLD2	OMIM:613387	100462725
NAGA	OMIM:104170	4668
NAGLU	OMIM:609701	4669
NAGS	OMIM:608300	162417
NALCN	OMIM:611549	259232
NANOS1	OMIM:608226	340719
NAT2	OMIM:612182	10
NAT8L	OMIM:610647	339983
NBAS	OMIM:608025	51594
NBEAL2	OMIM:614169	23218
NBLST4	OMIM:613015	100306937
NBLST5	OMIM:613016	100306938
NBLST6	OMIM:613017	100306939
NCF1	OMIM:608512	653361
NCF2	OMIM:608515	4688
NCF4	OMIM:601488	4689
NCR3	OMIM:611550	259197
NCSTN	OMIM:605254	23385
NDE1	OMIM:609449	54820
NDNC9	OMIM:614149	100682325
NDP	OMIM:300658	4693
NDRG1	OMIM:605262	10397
NDST1	OMIM:600853	3340
NDUFB9	OMIM:601445	4715
NDUFAF5	OMIM:612360	79133
NDUFS6	OMIM:603848	4726
NDUFA13	OMIM:609435	51079
NDUFA12	OMIM:614530	55967
NEB	OMIM:161650	4703
NECAP1	OMIM:611623	25977
NEDE	OMIM:609469	619410
NEFH	OMIM:162230	4744
NEFL	OMIM:162280	4747
NEK1	OMIM:604588	4750
NEK2	OMIM:604043	4751
NEK8	OMIM:609799	284086
NEU1	OMIM:608272	4758
KLF11	OMIM:603301	8462
NEUROG3	OMIM:604882	50674
NEXN	OMIM:613121	91624
NF2	OMIM:607379	4771
NFIX	OMIM:164005	4784
NFKB2	OMIM:164012	4791
NFKBIA	OMIM:164008	4792
NFU1	OMIM:608100	27247
NGF	OMIM:162030	4803
NGLY1	OMIM:610661	55768
NHEJ1	OMIM:611290	79840
NHLRC1	OMIM:608072	378884
NHP2	OMIM:606470	55651
NHS	OMIM:300457	4810
NIDDM2	OMIM:601407	4813
KLF1	OMIM:600599	10661
NIN	OMIM:608684	51199
NIPA1	OMIM:608145	123606
NIPAL4	OMIM:609383	348938
NIPBL	OMIM:608667	25836
NKX2-1	OMIM:600635	7080
NKX2-5	OMIM:600584	1482
NKX3-2	OMIM:602183	579
NLGN3	OMIM:300336	54413
NLGN4X	OMIM:300427	57502
NLRC4	OMIM:606831	58484
NLRP1	OMIM:606636	22861
NLRP12	OMIM:609648	91662
NLRP3	OMIM:606416	114548
NLRP7	OMIM:609661	199713
NM	OMIM:162820	4827
NME1	OMIM:156490	4830
NME8	OMIM:607421	51314
NMLFS	OMIM:608156	100885786
NMNAT1	OMIM:608700	64802
NMSR	OMIM:605285	59333
NMTC1	OMIM:606240	114568
NNMT	OMIM:600008	4837
NNO1	OMIM:600165	23691
NNO3	OMIM:611897	100187717
NNT	OMIM:607878	23530
NOBOX	OMIM:610934	135935
ABCA12	OMIM:607800	26154
NODAL	OMIM:601265	4838
NOG	OMIM:602991	9241
NOL3	OMIM:605235	8996
NOP10	OMIM:606471	55505
NOP56	OMIM:614154	10528
NOTCH1	OMIM:190198	4851
NOTCH2	OMIM:600275	4853
NOTCH3	OMIM:600276	4854
NPC1	OMIM:607623	4864
NPC1L1	OMIM:608010	29881
NPC2	OMIM:601015	10577
NPCA2	OMIM:161550	100312951
NPHP1	OMIM:607100	4867
NPHP3	OMIM:608002	27031
NPHP4	OMIM:607215	261734
NPHS1	OMIM:602716	4868
NPHS2	OMIM:604766	7827
HADHA	OMIM:600890	3030
HADHB	OMIM:143450	3032
NPPA	OMIM:108780	4878
NPR2	OMIM:108961	4882
NPR3	OMIM:108962	4883
NPSR1	OMIM:608595	387129
NQO1	OMIM:125860	1728
NQO2	OMIM:160998	4835
NR0B1	OMIM:300473	190
NR0B2	OMIM:604630	8431
NR2E3	OMIM:604485	10002
NR2F1	OMIM:132890	7025
NR2F2	OMIM:107773	7026
NR3C1	OMIM:138040	2908
NR3C2	OMIM:600983	4306
NR5A1	OMIM:184757	2516
NRCLP6	OMIM:614223	100689216
NRG1	OMIM:142445	3084
NRL	OMIM:162080	4901
NRXN1	OMIM:600565	9378
NSDHL	OMIM:300275	50814
NSMF	OMIM:608137	26012
NSUN2	OMIM:610916	54888
NT5C2	OMIM:600417	22978
NT5C3A	OMIM:606224	51251
NT5E	OMIM:129190	4907
NTF4	OMIM:162662	4909
NTRK1	OMIM:191315	4914
NTRK2	OMIM:600456	4915
NUMA1	OMIM:164009	4926
NUP155	OMIM:606694	9631
NUP62	OMIM:605815	23636
NYS2	OMIM:164100	4933
NYS3	OMIM:608345	4934
NYS4	OMIM:193003	317685
NYS5	OMIM:300589	780901
NYS7	OMIM:614826	101055624
NYX	OMIM:300278	60506
OAS1	OMIM:164350	4938
OASD	OMIM:300650	4941
OAT	OMIM:613349	4942
OBSL1	OMIM:610991	23363
HERC2	OMIM:605837	8924
OCA2	OMIM:611409	4948
OCA5	OMIM:615312	101926885
OCLN	OMIM:602876	100506658
OCRL	OMIM:300535	4952
ODC1	OMIM:165640	4953
ODS1	OMIM:610064	100188802
OFC1	OMIM:119530	4963
OFC12	OMIM:612858	100302515
OFC13	OMIM:613857	100653367
OFC14	OMIM:615892	103581096
OFC2	OMIM:602966	4964
OFC3	OMIM:600757	4965
OFC4	OMIM:608371	474387
OFC9	OMIM:610361	100462724
OFD1	OMIM:300170	8481
OGDH	OMIM:613022	4967
OGG1	OMIM:601982	4968
OGS2	OMIM:145410	8221
OHDS	OMIM:143850	50948
AAA2	OMIM:609782	100505390
OMS	OMIM:166760	619538
OPA2	OMIM:311050	4977
OPA3	OMIM:606580	80207
OPA4	OMIM:605293	58156
OPA5	OMIM:610708	692222
OPA6	OMIM:258500	777778
OPCML	OMIM:600632	4978
OPHLC	OMIM:164750	101290499
OPHN1	OMIM:300127	4983
OPLAH	OMIM:614243	26873
OPN1LW	OMIM:300822	5956
OPN1MW	OMIM:300821	2652
OPN1SW	OMIM:613522	611
OPA1	OMIM:605290	4976
OPTN	OMIM:602432	10133
OR2J3	OMIM:615016	442186
ORAI1	OMIM:610277	84876
ORC1	OMIM:601902	4998
ORC4	OMIM:603056	5000
ORC6	OMIM:607213	23594
OS4	OMIM:610839	100188821
OS6	OMIM:612401	100286836
OSMR	OMIM:601743	9180
OSTM1	OMIM:607649	28962
OTC	OMIM:300461	5009
OTDD	OMIM:166750	100885788
OTOA	OMIM:607038	146183
OTOF	OMIM:603681	9381
OTOG	OMIM:604487	340990
OTOGL	OMIM:614925	283310
OTSC1	OMIM:166800	5012
OTSC10	OMIM:615589	102723100
OTSC2	OMIM:605727	93999
OTSC3	OMIM:608244	170532
OTSC4	OMIM:611571	286751
OTSC5	OMIM:608787	317682
OTSC7	OMIM:611572	399516
OTSC8	OMIM:612096	100151644
OTX2	OMIM:600037	5015
OVCAS1	OMIM:607893	574048
OXCT1	OMIM:601424	5019
P2RX1	OMIM:600845	5023
P2RX2	OMIM:600844	22953
P2RY12	OMIM:600515	64805
PABPN1	OMIM:602279	8106
PACS1	OMIM:607492	55690
HLCS	OMIM:609018	3141
PAFAH1B1	OMIM:601545	5048
PAFC	OMIM:128700	404715
PAH	OMIM:612349	5053
PAK3	OMIM:300142	5063
PAND3	OMIM:609985	677663
PANK2	OMIM:606157	80025
PAOD1	OMIM:606787	171513
PAPA2	OMIM:602085	8103
PAPA3	OMIM:607324	338333
PAPA4	OMIM:608562	450096
PAPA5	OMIM:263450	101241897
PAPSS2	OMIM:603005	9060
PARK10	OMIM:606852	170534
PARK12	OMIM:300557	677662
PARK16	OMIM:613164	100359403
PAND1	OMIM:167870	387572
PARK3	OMIM:602404	5072
PARK7	OMIM:602533	11315
PAURT1	OMIM:610420	101669760
PAX1	OMIM:167411	5075
PAX2	OMIM:167409	5076
PAX4	OMIM:167413	5078
PAX5	OMIM:167414	5079
PAX3	OMIM:606597	5077
PAX7	OMIM:167410	5081
PAX8	OMIM:167415	7849
PAX9	OMIM:167416	5083
AA1	OMIM:104000	100034700
PBC2	OMIM:613007	100303716
PBC3	OMIM:613008	100303717
PBC4	OMIM:614220	100689215
PBC5	OMIM:614221	100689212
PBCA	OMIM:600089	7962
PBX1	OMIM:176310	5087
PC	OMIM:608786	5091
PCBD1	OMIM:126090	5092
PCCA	OMIM:232000	5095
PCCB	OMIM:232050	5096
CDH23	OMIM:605516	64072
PCDH15	OMIM:605514	65217
PCDH19	OMIM:300460	57526
PCK1	OMIM:614168	5105
PCK2	OMIM:614095	5106
PCNA	OMIM:176740	5111
PCNT	OMIM:605925	5116
PCOS1	OMIM:184700	5120
PCSK1	OMIM:162150	5122
PCSK9	OMIM:607786	255738
PCYT1A	OMIM:123695	5130
PDA1	OMIM:607411	100996949
PDCD1	OMIM:600244	5133
PDCD10	OMIM:609118	11235
PDCOS	OMIM:614590	100885774
PDE11A	OMIM:604961	50940
PDE4D	OMIM:600129	5144
PDE6A	OMIM:180071	5145
PDE6B	OMIM:180072	5158
PDE6C	OMIM:600827	5146
PDE6D	OMIM:602676	5147
PDE6G	OMIM:180073	5148
PDE6H	OMIM:601190	5149
PDE8B	OMIM:603390	8622
PDGFB	OMIM:190040	5155
PDGFRA	OMIM:173490	5156
PDGFRB	OMIM:173410	5159
PDHA1	OMIM:300502	5160
PDHB	OMIM:179060	5162
PDHX	OMIM:608769	8050
PDK3	OMIM:300906	5165
PDLIM4	OMIM:603422	8572
PDON2	OMIM:608526	406237
PDP1	OMIM:605993	54704
PDR	OMIM:301220	5171
PDSS1	OMIM:607429	23590
PDSS2	OMIM:610564	57107
PDX1	OMIM:600733	3651
PDYN	OMIM:131340	5173
PDZD7	OMIM:612971	79955
PEE1	OMIM:189800	5177
PEE2	OMIM:609402	780908
PEE3	OMIM:609403	780909
PEPD	OMIM:613230	5184
PER2	OMIM:603426	8864
APOPT1	OMIM:616003	84334
COX20	OMIM:614698	116228
PET100	OMIM:614770	100131801
COA5	OMIM:613920	493753
COX10	OMIM:602125	1352
PEX1	OMIM:602136	5189
PEX10	OMIM:602859	5192
PEX11B	OMIM:603867	8799
PEX12	OMIM:601758	5193
PEX13	OMIM:601789	5194
PEX14	OMIM:601791	5195
PEX16	OMIM:603360	9409
PEX19	OMIM:600279	5824
PEX2	OMIM:170993	5828
PEX26	OMIM:608666	55670
PEX3	OMIM:603164	8504
PEX5	OMIM:600414	5830
PEX6	OMIM:601498	5190
PEX7	OMIM:601757	5191
PFBI	OMIM:248310	7910
PFFE1	OMIM:611384	101910199
PFKL	OMIM:171860	5211
PFKM	OMIM:610681	5213
PFN1	OMIM:176610	5216
PGAM2	OMIM:612931	5224
PGAP1	OMIM:611655	80055
PGAP2	OMIM:615187	27315
PGAP3	OMIM:611801	93210
PGK1	OMIM:311800	5230
PGM1	OMIM:171900	5236
PGM3	OMIM:172100	5238
PGR	OMIM:607311	5241
PHA2A	OMIM:145260	7830
NRCLP3	OMIM:609039	494446
PHC1	OMIM:602978	1911
PHEX	OMIM:300550	5251
PHF11	OMIM:607796	51131
PHF6	OMIM:300414	84295
PHF8	OMIM:300560	23133
PHGDH	OMIM:606879	26227
PHKA1	OMIM:311870	5255
PHKA2	OMIM:300798	5256
PHKB	OMIM:172490	5257
PHKG2	OMIM:172471	5261
PHOBS	OMIM:608251	404684
PHOX2A	OMIM:602753	401
PHOX2B	OMIM:603851	8929
PHYH	OMIM:602026	5264
PHYKPL	OMIM:614683	85007
HADH	OMIM:601609	3033
PIEZO1	OMIM:611184	9780
PIEZO2	OMIM:613629	63895
PIGA	OMIM:311770	5277
PIGL	OMIM:605947	9487
PIGM	OMIM:610273	93183
PIGN	OMIM:606097	23556
PIGO	OMIM:614730	84720
PIGT	OMIM:610272	51604
PIGV	OMIM:610274	55650
PIGW	OMIM:610275	284098
BSZQTL	OMIM:609656	100188793
BSZQTL2	OMIM:609657	100188794
PIK3CD	OMIM:602839	5293
PIK3R1	OMIM:171833	5295
PIK3R2	OMIM:603157	5296
PIK3R5	OMIM:611317	23533
PIKFYVE	OMIM:609414	200576
PINK1	OMIM:608309	65018
PIP5K1C	OMIM:606102	23396
PITPNM3	OMIM:608921	83394
PITX1	OMIM:602149	5307
FOXE3	OMIM:601094	2301
PITX3	OMIM:602669	5309
PKD1	OMIM:601313	5310
PKD2	OMIM:173910	5311
PKDTS	OMIM:600273	8132
PKHD1	OMIM:606702	5314
PKLR	OMIM:609712	5313
PKP1	OMIM:601975	5317
PKP2	OMIM:602861	5318
PLA2G2A	OMIM:172411	5320
PLA2G4A	OMIM:600522	5321
PLA2G5	OMIM:601192	5322
PLA2G6	OMIM:603604	8398
PLAG1	OMIM:603026	5324
PLAGL1	OMIM:603044	5325
PLAT	OMIM:173370	5327
PLCB1	OMIM:607120	23236
PLCB2	OMIM:604114	5330
PLCB4	OMIM:600810	5332
PLCD1	OMIM:602142	5333
PLCE1	OMIM:608414	51196
PLCG2	OMIM:600220	5336
PLD3	OMIM:615698	23646
PLEC	OMIM:601282	5339
PLEKHA1	OMIM:607772	59338
PLEKHG5	OMIM:611101	57449
PLEKHM1	OMIM:611466	9842
PLF	OMIM:608852	450095
PLG	OMIM:173350	5340
PLIN1	OMIM:170290	5346
PLK4	OMIM:605031	10733
PLN	OMIM:172405	5350
PLOD1	OMIM:153454	5351
PLOD2	OMIM:601865	5352
PLOD3	OMIM:603066	8985
PLP1	OMIM:300401	5354
PLS3	OMIM:300131	5358
PLSA1	OMIM:611637	100240702
PLTP	OMIM:172425	5360
PML	OMIM:102578	5371
PMM2	OMIM:601785	5373
MLH1	OMIM:120436	4292
MSH2	OMIM:609309	4436
MSH6	OMIM:600678	2956
PMS2	OMIM:600259	5395
PNKD	OMIM:609023	25953
PNKD2	OMIM:611147	100188328
PNKP	OMIM:605610	11284
PNLIP	OMIM:246600	5406
PNP	OMIM:164050	4860
PNPLA1	OMIM:612121	285848
PNPLA2	OMIM:609059	57104
PNPLA6	OMIM:603197	10908
PNPO	OMIM:603287	55163
PNPT1	OMIM:610316	87178
POC1A	OMIM:614783	25886
POC1B	OMIM:614784	282809
POF1B	OMIM:300603	79983
POFUT1	OMIM:607491	23509
POGLUT1	OMIM:615618	56983
POLA1	OMIM:312040	5422
POLD1	OMIM:174761	5424
POLE	OMIM:174762	5426
POLG	OMIM:174763	5428
POLG2	OMIM:604983	11232
POLH	OMIM:603968	5429
POLR1C	OMIM:610060	9533
POLR1D	OMIM:613715	51082
POLR3A	OMIM:614258	11128
POLR3B	OMIM:614366	55703
POMC	OMIM:176830	5443
POMGNT1	OMIM:606822	55624
POMGNT2	OMIM:614828	84892
POMK	OMIM:615247	84197
POMP	OMIM:613386	51371
POMT1	OMIM:607423	10585
POMT2	OMIM:607439	29954
POR	OMIM:124015	5447
PORCN	OMIM:300651	64840
POROK2	OMIM:175850	100196910
POROK4	OMIM:607728	353147
POROK5	OMIM:612293	100190982
POROK6	OMIM:612353	100196911
POROK7	OMIM:614714	101101698
POT1	OMIM:606478	25913
POU1F1	OMIM:173110	5449
POU3F4	OMIM:300039	5456
POU4F3	OMIM:602460	5459
POU6F2	OMIM:609062	11281
PPARA	OMIM:170998	5465
PPARGC1B	OMIM:608886	133522
PPIB	OMIM:123841	5479
PPKP1B	OMIM:614936	101154752
PPM1K	OMIM:611065	152926
PPNAD4	OMIM:615830	103611078
PPOX	OMIM:600923	5498
ITIH4	OMIM:600564	3700
PPP1R17	OMIM:604088	10842
PPP2R2B	OMIM:604325	5521
PPR1	OMIM:132100	100528023
PPR2	OMIM:609572	780910
PPR3	OMIM:609573	619471
PPT1	OMIM:600722	5538
PQBP1	OMIM:300463	10084
PRBNS	OMIM:261800	100301572
PRCC	OMIM:179755	5546
PRCD	OMIM:610598	768206
PRDM16	OMIM:605557	63976
PRDM5	OMIM:614161	11107
PRF1	OMIM:170280	5551
PRG4	OMIM:604283	10216
PRICKLE1	OMIM:608500	144165
PRICKLE2	OMIM:608501	166336
PRIMPOL	OMIM:615421	201973
PRKACA	OMIM:601639	5566
PRKACG	OMIM:176893	5568
PRKAG2	OMIM:602743	51422
PRKAR1A	OMIM:188830	5573
PRKCA	OMIM:176960	5578
PRKCD	OMIM:176977	5580
PRKCG	OMIM:176980	5582
PRKCH	OMIM:605437	5583
PRKDC	OMIM:600899	5591
PRKG1	OMIM:176894	5592
PRKRA	OMIM:603424	8575
PRLR	OMIM:176761	5618
PRNP	OMIM:176640	5621
PROC	OMIM:612283	5624
PRODH	OMIM:606810	5625
PROK2	OMIM:607002	60675
PROKR2	OMIM:607123	128674
PROM1	OMIM:604365	8842
PROP1	OMIM:601538	5626
PROS1	OMIM:176880	5627
PROZ	OMIM:176895	8858
PRPF3	OMIM:607301	9129
PRPF31	OMIM:606419	26121
PRPF4	OMIM:607795	9128
PRPF6	OMIM:613979	24148
PRPF8	OMIM:607300	10594
DCTN1	OMIM:601143	1639
PRPH	OMIM:170710	5630
PRRT2	OMIM:614386	112476
PRRX1	OMIM:167420	5396
PRS	OMIM:309610	5640
PRSS12	OMIM:606709	8492
PRSS2	OMIM:601564	5645
PRSS56	OMIM:613858	646960
EGR2	OMIM:129010	1959
PRX	OMIM:605725	57716
MPZ	OMIM:159440	4359
PMP22	OMIM:601097	5376
PSAP	OMIM:176801	5660
PSAT1	OMIM:610936	29968
PSC	OMIM:613806	100653366
PSEN2	OMIM:600759	5664
PSENEN	OMIM:607632	55851
PSHK2	OMIM:609153	541461
PSMA6	OMIM:602855	5687
PSMB8	OMIM:177046	5696
PSMC3IP	OMIM:608665	29893
PSMNSW	OMIM:613938	100653383
PSNP2	OMIM:609454	619408
PSNP3	OMIM:610898	100038248
PSORS10	OMIM:612410	503613
PSORS11	OMIM:612599	100271719
PSORS3	OMIM:601454	7889
PSORS4	OMIM:603935	10547
PSORS5	OMIM:604316	63870
PSORS6	OMIM:605364	63869
PSORS7	OMIM:605606	65245
PSORS8	OMIM:610707	140454
PSORS9	OMIM:607857	359825
PSPH	OMIM:172480	5723
PSS	OMIM:601224	780904
PSTPIP1	OMIM:606347	9051
PTCPRN	OMIM:605642	79052
PTDSS1	OMIM:612792	9791
PTF1A	OMIM:607194	256297
PTGDR	OMIM:604687	5729
ABCB4	OMIM:171060	5244
PTH	OMIM:168450	5741
PTH1R	OMIM:168468	5745
PTHLH	OMIM:168470	5744
PTLAH	OMIM:168860	8830
PTLS	OMIM:610883	100038247
PTOS1	OMIM:178300	5765
PTOS2	OMIM:300245	54115
PTPN1	OMIM:176885	5770
ARHGAP26	OMIM:605370	23092
PTPN11	OMIM:176876	5781
NF1	OMIM:613113	4763
PTPN14	OMIM:603155	5784
PTPRC	OMIM:151460	5788
PTPRF	OMIM:179590	5792
PTPRO	OMIM:600579	5800
PTPRQ	OMIM:603317	374462
PTRF	OMIM:603198	284119
PTS	OMIM:612719	5805
PUF60	OMIM:604819	22827
PUJO	OMIM:143400	7945
PURA	OMIM:600473	5813
PURAQTL1	OMIM:612795	100302559
PUS1	OMIM:608109	80324
PVNH3	OMIM:608098	100302681
PVNH5	OMIM:612881	100302682
PVOP1	OMIM:176780	100312952
PVOP2	OMIM:613088	100312955
PVRL1	OMIM:600644	5818
PVRL4	OMIM:609607	81607
PXDN	OMIM:605158	7837
PYCR1	OMIM:179035	5831
PYGL	OMIM:613741	5836
PYGM	OMIM:608455	5837
PYY	OMIM:600781	5697
QARS	OMIM:603727	5859
QDPR	OMIM:612676	5860
QTV	OMIM:610141	100379215
RAB18	OMIM:602207	22931
RAB23	OMIM:606144	51715
RAB27A	OMIM:603868	5873
RAB28	OMIM:612994	9364
RAB33B	OMIM:605950	83452
RAB39B	OMIM:300774	116442
RAB3GAP1	OMIM:602536	22930
RAB3GAP2	OMIM:609275	25782
RAB7A	OMIM:602298	7879
RAC2	OMIM:602049	5880
RAD21	OMIM:606462	5885
RAD50	OMIM:604040	10111
NRCLP2	OMIM:605841	100918
RAD51C	OMIM:602774	5889
RAD51D	OMIM:602954	5892
PTPN12	OMIM:600079	5782
PTPRJ	OMIM:600925	5795
RAD54B	OMIM:604289	25788
RAD54L	OMIM:603615	8438
RAF1	OMIM:164760	5894
DCLRE1C	OMIM:605988	64421
RAG1	OMIM:179615	5896
RAG2	OMIM:179616	5897
RAI1	OMIM:607642	10743
RANBP2	OMIM:601181	5903
RAP1GDS1	OMIM:179502	5910
CHRNA1	OMIM:100690	1134
CHRND	OMIM:100720	1144
CHRNG	OMIM:100730	1146
CHRNB1	OMIM:100710	1140
CHRNE	OMIM:100725	1145
MUSK	OMIM:601296	4593
RAPSN	OMIM:601592	5913
DOK7	OMIM:610285	285489
RARA	OMIM:180240	5914
RARB	OMIM:180220	5915
RARS	OMIM:107820	5917
RARS2	OMIM:611524	57038
RASGRP2	OMIM:605577	10235
DLEC1	OMIM:604050	9940
PPP2R1B	OMIM:603113	5519
RASSF1	OMIM:605082	11186
RAX	OMIM:601881	30062
RAX2	OMIM:610362	84839
NRCLP4	OMIM:612417	100216484
NRCLP5	OMIM:612851	100302514
KRIT1	OMIM:604214	889
RBCK1	OMIM:610924	10616
RBM10	OMIM:300080	8241
MKL1	OMIM:606078	57591
RBM15	OMIM:606077	64783
RBM20	OMIM:613171	282996
RBM28	OMIM:612074	55131
RBM8A	OMIM:605313	9939
RBP3	OMIM:180290	5949
RBP4	OMIM:180250	5950
RBPJ	OMIM:147183	3516
RCD1	OMIM:180020	5953
RCHTS	OMIM:613328	100462676
RCM2	OMIM:609578	619468
RD3	OMIM:180040	343035
RDH11	OMIM:607849	51109
RDH12	OMIM:608830	145226
PRPS1	OMIM:311850	5631
RDX	OMIM:179410	5962
RECQL4	OMIM:603780	9401
REEP1	OMIM:609139	65055
REEP2	OMIM:609347	51308
RELN	OMIM:600514	5649
ABCC2	OMIM:601107	1244
RFMN	OMIM:300258	57788
RFT1	OMIM:611908	91869
RFX5	OMIM:601863	5993
RFX6	OMIM:612659	222546
RFXANK	OMIM:603200	8625
RFXAP	OMIM:601861	5994
RGR	OMIM:600342	5995
RGS9	OMIM:604067	8787
RGS9BP	OMIM:607814	388531
RHAG	OMIM:180297	6005
RHBDF2	OMIM:614404	79651
RHCE	OMIM:111700	6006
RHD	OMIM:111680	6007
RHDNS1	OMIM:610805	100034704
RIEG2	OMIM:601499	6012
RIMS1	OMIM:606629	22999
RIN2	OMIM:610222	54453
RIPK4	OMIM:605706	54101
RIT1	OMIM:609591	6016
RJBS	OMIM:613658	100528027
PRPH2	OMIM:179605	5961
RHO	OMIM:180380	6010
RDH5	OMIM:601617	5959
RLBP1	OMIM:180090	6017
RLS1	OMIM:102300	192142
RLS2	OMIM:608831	450097
RLS3	OMIM:610438	100188812
RLS4	OMIM:610439	100188813
RLS5	OMIM:611242	100188839
RLS6	OMIM:611185	100302512
RLS7	OMIM:612853	100302561
RLS8	OMIM:615197	101448072
RMD1	OMIM:600332	6022
RMND1	OMIM:614917	55005
RMRP	OMIM:157660	6023
RNANC	OMIM:221900	54719
RNASEH2A	OMIM:606034	10535
RNASEH2B	OMIM:610326	79621
RNASEH2C	OMIM:610330	84153
RNASEL	OMIM:180435	6041
RNASET2	OMIM:612944	8635
RNF135	OMIM:611358	84282
DIRC2	OMIM:602773	84925
RNF139	OMIM:603046	11236
HNF1A	OMIM:142410	6927
RNF168	OMIM:612688	165918
RNF170	OMIM:614649	81790
RNF212	OMIM:612041	285498
